,Predator,Prey
531,Hippoglossus stenolepis,Oregonia gracilis
532,Hippoglossus stenolepis,Osteichthyes Teleostei
533,Hippoglossus stenolepis,Paguridae
534,Hippoglossus stenolepis,Pagurus aleuticus
535,Hippoglossus stenolepis,Pagurus kennerlyi
536,Hippoglossus stenolepis,Pagurus ochotensis
537,Hippoglossus stenolepis,Pagurus rathbuni
538,Hippoglossus stenolepis,Pagurus sp.
539,Hippoglossus stenolepis,Pandalidae
540,Hippoglossus stenolepis,Pandalus borealis
541,Hippoglossus stenolepis,Pandalus montagui tridens
542,Hippoglossus stenolepis,Pandalus sp.
543,Hippoglossus stenolepis,Pandalus stenolepis
544,Hippoglossus stenolepis,Pasiphaeidaea
545,Hippoglossus stenolepis,Phaeophyta
546,Hippoglossus stenolepis,Pholis clemensi
547,Hippoglossus stenolepis,Phyllolithodes papillosus
548,Hippoglossus stenolepis,Pinnixa sp.
549,Hippoglossus stenolepis,Pinnotheridae
550,Hippoglossus stenolepis,Pleuronectes asper
551,Hippoglossus stenolepis,Pleuronectidae
552,Hippoglossus stenolepis,Polychaeta
553,Hippoglossus stenolepis,Polynoidae
554,Hippoglossus stenolepis,Pugettia gracilis
555,Hippoglossus stenolepis,Reptantia
556,Hippoglossus stenolepis,Rhinolithodes wosnessenskii
557,Hippoglossus stenolepis,Rhynocrangon alata
558,Hippoglossus stenolepis,Sarritor frenatus
559,Hippoglossus stenolepis,Scorpaenidae
560,Hippoglossus stenolepis,Sebastes alutus
561,Hippoglossus stenolepis,Spirontocaris arcuata
562,Hippoglossus stenolepis,Spirontocaris lamellicornis
563,Hippoglossus stenolepis,Spirontocaris prionota
564,Hippoglossus stenolepis,Spirontocaris sp.
565,Hippoglossus stenolepis,Stichaeidae
566,Hippoglossus stenolepis,Teuthoidea Myopsida
567,Hippoglossus stenolepis,Thaleichthys pacificus
568,Hippoglossus stenolepis,Theragra chalcogramma
569,Hippoglossus stenolepis,Trichobranchidae
570,Hippoglossus stenolepis,Triglops pingeli
571,Hippoglossus stenolepis,Triglops pingeli
572,Hippoglossus stenolepis,Unidentified algae
573,Hippoglossus stenolepis,Unidentified material
574,Hippoglossus stenolepis,Unidentified worm-like organism
575,Hippoglossus stenolepis,Yoldia sp.
576,Hippoglossus stenolepis,Zaprora silenus
577,Lepidopsetta bilineata,Ampeliscidae
578,Lepidopsetta bilineata,Anthozoa
579,Lepidopsetta bilineata,Bivalvia
580,Lepidopsetta bilineata,Brachiopoda
581,Lepidopsetta bilineata,Calanoida
582,Lepidopsetta bilineata,Caprellidea
583,Lepidopsetta bilineata,Caridea
584,Lepidopsetta bilineata,Chionoecetes sp.
585,Lepidopsetta bilineata,Crangonidae
586,Lepidopsetta bilineata,Cumacea
587,Lepidopsetta bilineata,Decapoda brachyura
588,Lepidopsetta bilineata,Echinoidea
589,Lepidopsetta bilineata,Echiura
590,Lepidopsetta bilineata,Gadus macrocephalus
591,Lepidopsetta bilineata,Gammaridea
592,Lepidopsetta bilineata,Gastropoda
593,Lepidopsetta bilineata,Glyceridae
594,Lepidopsetta bilineata,Hippoglossus stenolepis
595,Lepidopsetta bilineata,Hirudinea
596,Lepidopsetta bilineata,Holothuroidea
597,Lepidopsetta bilineata,Hyas sp.
598,Lepidopsetta bilineata,Hypsagonus quadricornis
599,Lepidopsetta bilineata,Isopoda
600,Lepidopsetta bilineata,Majidae
601,Lepidopsetta bilineata,Maldanidae
602,Lepidopsetta bilineata,No Code
603,Lepidopsetta bilineata,Onuphidae
604,Lepidopsetta bilineata,Opheliidae
605,Lepidopsetta bilineata,Ophiura sarsi
606,Lepidopsetta bilineata,Ophiuroidae Ophiurida
607,Lepidopsetta bilineata,Oregonia sp.
608,Lepidopsetta bilineata,Paguridae
609,Lepidopsetta bilineata,Pectinidae
610,Lepidopsetta bilineata,Pinnotheridae
611,Lepidopsetta bilineata,Pleuronectidae
612,Lepidopsetta bilineata,Polychaeta
613,Lepidopsetta bilineata,Sand dollar
614,Lepidopsetta bilineata,Sebastes sp.
615,Lepidopsetta bilineata,Sipuncula
616,Lepidopsetta bilineata,Unidentified organic material
617,Lepidopsetta bilineata,Urochordata
618,Lepidopsetta polyxystra,Ampeliscidae
619,Lepidopsetta polyxystra,Anthozoa
620,Lepidopsetta polyxystra,Ascidiacea
621,Lepidopsetta polyxystra,Bivalvia
622,Lepidopsetta polyxystra,Brachiopoda
623,Lepidopsetta polyxystra,Calanoida
624,Lepidopsetta polyxystra,Caprellidea
625,Lepidopsetta polyxystra,Caridea
626,Lepidopsetta polyxystra,Chionoecetes bairdi
627,Lepidopsetta polyxystra,Chlamys sp.
628,Lepidopsetta polyxystra,Cottidae
629,Lepidopsetta polyxystra,Crangonidae
630,Lepidopsetta polyxystra,Crustacea
631,Lepidopsetta polyxystra,Cumacea
632,Lepidopsetta polyxystra,Decapoda brachyura
633,Lepidopsetta polyxystra,Echinoidea
634,Lepidopsetta polyxystra,Echiura
635,Lepidopsetta polyxystra,Erimacrus isenbeckii
636,Lepidopsetta polyxystra,Euphausiacea
637,Lepidopsetta polyxystra,Flabelligeridae
638,Lepidopsetta polyxystra,Gammaridea
639,Lepidopsetta polyxystra,Gastropoda
640,Lepidopsetta polyxystra,Glyceridae
641,Lepidopsetta polyxystra,Hippolytidae
642,Lepidopsetta polyxystra,Holothuroidea
643,Lepidopsetta polyxystra,Isopoda
644,Lepidopsetta polyxystra,Majidae
645,Lepidopsetta polyxystra,Maldanidae
646,Lepidopsetta polyxystra,No Code
647,Lepidopsetta polyxystra,Onuphidae
648,Lepidopsetta polyxystra,Opheliidae
649,Lepidopsetta polyxystra,Ophiuroidae Ophiurida
650,Lepidopsetta polyxystra,Oregonia sp.
651,Lepidopsetta polyxystra,Osteichthyes Teleostei
652,Lepidopsetta polyxystra,Paguridae
653,Lepidopsetta polyxystra,Pectinidae
654,Lepidopsetta polyxystra,Pentamera sp.
655,Lepidopsetta polyxystra,Polychaeta
656,Lepidopsetta polyxystra,Polynoidae
657,Lepidopsetta polyxystra,Priapulida
658,Lepidopsetta polyxystra,Pteropoda
659,Lepidopsetta polyxystra,Reptantia
660,Lepidopsetta polyxystra,Sebastes sp.
661,Lepidopsetta polyxystra,Sipuncula
662,Lepidopsetta polyxystra,Telmessus cheiragonus
663,Lepidopsetta polyxystra,Teuthoidea
664,Lepidopsetta polyxystra,Thysanoessa raschii
665,Lepidopsetta polyxystra,Unidentified organic material
666,Lepidopsetta polyxystra,Unidentified worm-like organism
667,Lepidopsetta sp.,Anomura
668,Lepidopsetta sp.,Caridea
669,Lepidopsetta sp.,Chionoecetes sp.
670,Lepidopsetta sp.,Clypeasteridae
671,Lepidopsetta sp.,Crangonidae
672,Lepidopsetta sp.,Echiura
673,Lepidopsetta sp.,Mallotus villosus
674,Lepidopsetta sp.,No Code
675,Lepidopsetta sp.,Polychaeta
676,Microstomus pacificus,Amphipoda
677,Microstomus pacificus,Annelida
678,Microstomus pacificus,Anthozoa
679,Microstomus pacificus,Asteroidea
680,Microstomus pacificus,Bivalvia
681,Microstomus pacificus,Caridea
682,Microstomus pacificus,Chionoecetes sp.
683,Microstomus pacificus,Crustacea
684,Microstomus pacificus,Echiura
685,Microstomus pacificus,Holothuroidea
686,Microstomus pacificus,No Code
687,Microstomus pacificus,Ophiuroidae Ophiurida
688,Microstomus pacificus,Osteichthyes Teleostei
689,Microstomus pacificus,Polychaeta
690,Microstomus pacificus,Unidentified organic material
691,Oncorhynchus tshawytscha,Ammodytes hexapterus
692,Oncorhynchus tshawytscha,Caridea
693,Oncorhynchus tshawytscha,Euphausiacea
694,Oncorhynchus tshawytscha,No Code
695,Oncorhynchus tshawytscha,Teuthoidea
696,Oncorhynchus tshawytscha,Theragra chalcogramma
697,Pleurogrammus monopterygius,Bivalvia
698,Pleurogrammus monopterygius,Calanoida
699,Pleurogrammus monopterygius,Cottidae
700,Pleurogrammus monopterygius,Euphausiacea
701,Pleurogrammus monopterygius,Gastropoda
702,Pleurogrammus monopterygius,No Code
703,Pleurogrammus monopterygius,Osteichthyes Teleostei
704,Pleurogrammus monopterygius,Pleuronectidae
705,Pleurogrammus monopterygius,Polychaeta
706,Pleurogrammus monopterygius,Pteropoda
707,Pleurogrammus monopterygius,Ronquilis jordani
708,Pleurogrammus monopterygius,Scyphozoa
709,Pleurogrammus monopterygius,Themisto sp.
710,Pleuronectes asper,Clypeasteridae
711,Pleuronectes asper,Cumacea
712,Pleuronectes asper,Gammaridea
713,Pleuronectes asper,No Code
714,Pleuronectes asper,Osteichthyes Teleostei
715,Pleuronectes asper,Polychaeta
716,Sebastes aleutianus,Ampeliscidae
717,Sebastes aleutianus,Argis lar
718,Sebastes aleutianus,Calanoida
719,Sebastes aleutianus,Caridea
720,Sebastes aleutianus,Cephalopoda
721,Sebastes aleutianus,Chionoecetes bairdi
722,Sebastes aleutianus,Chionoecetes sp.
723,Sebastes aleutianus,Crangon communis
724,Sebastes aleutianus,Crangonidae
725,Sebastes aleutianus,Cumacea
726,Sebastes aleutianus,Cyclopteridae
727,Sebastes aleutianus,Eualus avinus
728,Sebastes aleutianus,Euphausiacea
729,Sebastes aleutianus,Flabellifera
730,Sebastes aleutianus,Gammaridea
731,Sebastes aleutianus,Gnathophausia gigas
732,Sebastes aleutianus,Hippolytidae
733,Sebastes aleutianus,Holmesiella anomala
734,Sebastes aleutianus,Isopoda
735,Sebastes aleutianus,Lysianassidae
736,Sebastes aleutianus,Meterythrops robusta
737,Sebastes aleutianus,Mysidae
738,Sebastes aleutianus,Neomysis czerniawskii
739,Sebastes aleutianus,Neomysis rayii
740,Sebastes aleutianus,No Code
741,Sebastes aleutianus,Non-gadoid Fish Remains
742,Sebastes aleutianus,Osteichthyes Teleostei
743,Sebastes aleutianus,Paguridae
744,Sebastes aleutianus,Pandalidae
745,Sebastes aleutianus,Pandalus borealis
746,Sebastes aleutianus,Pandalus montagui tridens
747,Sebastes aleutianus,Pandalus sp.
748,Sebastes aleutianus,Pinnotheridae
749,Sebastes aleutianus,Pleuronectidae
750,Sebastes aleutianus,Polychaeta
751,Sebastes aleutianus,Pseudomma truncatum
752,Sebastes aleutianus,Sagitta sp.
753,Sebastes aleutianus,Teuthoidea
754,Sebastes aleutianus,Teuthoidea oegopsida
755,Sebastes aleutianus,Themisto abyssorum
756,Sebastes aleutianus,Themisto sp.
757,Sebastes aleutianus,Thysanoessa inermis
758,Sebastes alutus,Acanthomysis dybowskii
759,Sebastes alutus,Acanthomysis pseudomacropsis
760,Sebastes alutus,Ampeliscidae
761,Sebastes alutus,Atheresthes stomias
762,Sebastes alutus,Calanoida
763,Sebastes alutus,Caridea
764,Sebastes alutus,Chauliodus macouni
765,Sebastes alutus,Chionoecetes sp.
766,Sebastes alutus,Crangonidae
767,Sebastes alutus,Cyclopteridae
768,Sebastes alutus,Diastylis sp.
769,Sebastes alutus,Euphausiacea
770,Sebastes alutus,Gammaridea
771,Sebastes alutus,Gymnosomata
772,Sebastes alutus,Holmesiella anomala
773,Sebastes alutus,Meterythrops robusta
774,Sebastes alutus,Mysidae
775,Sebastes alutus,Neocalanus cristatus
776,Sebastes alutus,Neomysis czerniawskii
777,Sebastes alutus,No Code
778,Sebastes alutus,Non-gadoid Fish Remains
779,Sebastes alutus,Octopoda
780,Sebastes alutus,Osteichthyes Teleostei
781,Sebastes alutus,Paguridae
782,Sebastes alutus,Pandalidae
783,Sebastes alutus,Pandalus borealis
784,Sebastes alutus,Pandalus montagui tridens
785,Sebastes alutus,Pandalus sp.
786,Sebastes alutus,Pasiphaeidaea
787,Sebastes alutus,Sagitta sp.
788,Sebastes alutus,Stenobrachius leucopsarus
789,Sebastes alutus,Stichaeidae
790,Sebastes alutus,Teuthoidea Myopsida
791,Sebastes alutus,Themisto sp.
792,Sebastes alutus,Thysanoessa inermis
793,Sebastes alutus,Thysanoessa raschii
794,Sebastes alutus,Thysanoessa spinifera
795,Sebastes borealis,Bathylagus stilbius
796,Sebastes borealis,Caridea
797,Sebastes borealis,No Code
798,Sebastes borealis,Teuthoidea
799,Sebastes borealis,Unidentified material
800,Sebastes borealis,Unidentified organic material
801,Sebastes ciliatus,Ampeliscidae
802,Sebastes ciliatus,Calanoida
803,Sebastes ciliatus,Cancer sp.
804,Sebastes ciliatus,Caridea
805,Sebastes ciliatus,Cephalopoda
806,Sebastes ciliatus,Euphausiacea
807,Sebastes ciliatus,Gammaridea
808,Sebastes ciliatus,Gastropoda
809,Sebastes ciliatus,Hippolytidae
810,Sebastes ciliatus,Larvacea Copelata
811,Sebastes ciliatus,Neocalanus cristatus
812,Sebastes ciliatus,Neomysis czerniawskii
813,Sebastes ciliatus,No Code
814,Sebastes ciliatus,Paguridae
815,Sebastes ciliatus,Pandalidae
816,Sebastes ciliatus,Sagitta sp.
817,Sebastes ciliatus,Teuthoidea oegopsida
818,Sebastes ciliatus,Themisto sp.
819,Sebastes ciliatus,Thysanoessa inermis
820,Sebastes ciliatus,Thysanoessa spinifera
821,Sebastes maliger,Ammodytes hexapterus
822,Sebastes maliger,Crangonidae
823,Sebastes maliger,Fishery discards
824,Sebastes maliger,Gammaridea
825,Sebastes maliger,Hippolytidae
826,Sebastes maliger,No Code
827,Sebastes maliger,Non-gadoid Fish Remains
828,Sebastes maliger,Overboard material
829,Sebastes maliger,Thaliacea
830,Sebastes maliger,Urochordata
831,Sebastes pinniger,No Code
832,Sebastes polyspinis,Atheresthes stomias
833,Sebastes polyspinis,Calanoida
834,Sebastes polyspinis,Caridea
835,Sebastes polyspinis,Cephalopoda
836,Sebastes polyspinis,Chionoecetes sp.
837,Sebastes polyspinis,Euphausiacea
838,Sebastes polyspinis,Gammaridea
839,Sebastes polyspinis,Gastropoda
840,Sebastes polyspinis,Neocalanus cristatus
841,Sebastes polyspinis,No Code
842,Sebastes polyspinis,Non-gadoid Fish Remains
843,Sebastes polyspinis,Paguridae
844,Sebastes polyspinis,Sagitta sp.
845,Sebastes polyspinis,Teuthoidea oegopsida
846,Sebastes polyspinis,Themisto sp.
847,Sebastes polyspinis,Thysanoessa inermis
848,Sebastes polyspinis,Thysanoessa spinifera
849,Sebastes ruberrimus,No Code
850,Sebastes ruberrimus,Theragra chalcogramma
851,Sebastes variegatus,Euphausiacea
852,Sebastes variegatus,No Code
853,Sebastes variegatus,Scyphozoa
854,Sebastes zacentrus,Calanoida
855,Sebastes zacentrus,Candacia columbiae
856,Sebastes zacentrus,Chaetognatha
857,Sebastes zacentrus,Crangonidae
858,Sebastes zacentrus,Euphausiacea
859,Sebastes zacentrus,Gammaridea
860,Sebastes zacentrus,Gymnosomata
861,Sebastes zacentrus,No Code
862,Sebastes zacentrus,Themisto sp.
863,Sebastolobus alascanus,Ampelisca sp.
864,Sebastolobus alascanus,Ampeliscidae
865,Sebastolobus alascanus,Aphroditidae
866,Sebastolobus alascanus,Argis ovifer
867,Sebastolobus alascanus,Bivalvia
868,Sebastolobus alascanus,Calanoida
869,Sebastolobus alascanus,Caridea
870,Sebastolobus alascanus,Cherilia longipes
871,Sebastolobus alascanus,Chionoecetes bairdi
872,Sebastolobus alascanus,Crangon communis
873,Sebastolobus alascanus,Crangonidae
874,Sebastolobus alascanus,Eualus avinus
875,Sebastolobus alascanus,Eualus barbata
876,Sebastolobus alascanus,Eualus biunguis
877,Sebastolobus alascanus,Euphausiacea
878,Sebastolobus alascanus,Gammaridea
879,Sebastolobus alascanus,Gastropoda
880,Sebastolobus alascanus,Heptacarpus sp.
881,Sebastolobus alascanus,Hippolytidae
882,Sebastolobus alascanus,Holmesiella anomala
883,Sebastolobus alascanus,Hyas sp.
884,Sebastolobus alascanus,Icelinus borealis
885,Sebastolobus alascanus,Lithodidae
886,Sebastolobus alascanus,Lysianassidae
887,Sebastolobus alascanus,Mallotus villosus
888,Sebastolobus alascanus,Meterythrops robusta
889,Sebastolobus alascanus,Mysidae
890,Sebastolobus alascanus,Neomysis czerniawskii
891,Sebastolobus alascanus,No Code
892,Sebastolobus alascanus,Non-gadoid Fish Remains
893,Sebastolobus alascanus,Oregonia gracilis
894,Sebastolobus alascanus,Osteichthyes Teleostei
895,Sebastolobus alascanus,Paguridae
896,Sebastolobus alascanus,Pandalidae
897,Sebastolobus alascanus,Pandalus borealis
898,Sebastolobus alascanus,Pandalus jordani
899,Sebastolobus alascanus,Pandalus montagui tridens
900,Sebastolobus alascanus,Pandalus sp.
901,Sebastolobus alascanus,Pasiphaeidaea
902,Sebastolobus alascanus,Pinnotheridae
903,Sebastolobus alascanus,Polychaeta
904,Sebastolobus alascanus,Pseudomma truncatum
905,Sebastolobus alascanus,Pugettia richii
906,Sebastolobus alascanus,Teuthoidea
907,Sebastolobus alascanus,Theragra chalcogramma
908,Sebastolobus alascanus,Zoarcidae
909,Somniosus pacificus,Atheresthes stomias
910,Somniosus pacificus,Cephalopoda
911,Somniosus pacificus,Crangonidae
912,Somniosus pacificus,Fishery discards
913,Somniosus pacificus,Fusitriton oregonensis
914,Somniosus pacificus,Gadidae
915,Somniosus pacificus,Gastropoda
916,Somniosus pacificus,Hippoglossoides elassodon
917,Somniosus pacificus,No Code
918,Somniosus pacificus,Octopoda
919,Somniosus pacificus,Oncorhynchus sp.
920,Somniosus pacificus,Osteichthyes Teleostei
921,Somniosus pacificus,Paguridae
922,Somniosus pacificus,Pleuronectidae
923,Somniosus pacificus,Sebastes sp.
924,Somniosus pacificus,Teuthoidea
925,Somniosus pacificus,Theragra chalcogramma
926,Theragra chalcogramma,Acanthomysis marcropsis
927,Theragra chalcogramma,Acanthomysis pseudomacropsis
928,Theragra chalcogramma,Ammodytes hexapterus
929,Theragra chalcogramma,Ampelisca sp.
930,Theragra chalcogramma,Ampeliscidae
931,Theragra chalcogramma,Amphipoda
932,Theragra chalcogramma,Amphipoda Hyperiidea
933,Theragra chalcogramma,Anoplagonus inermis
934,Theragra chalcogramma,Atelecyclidae
935,Theragra chalcogramma,Atheresthes stomias
936,Theragra chalcogramma,Bathylagidae
937,Theragra chalcogramma,Berryteuthis magister
938,Theragra chalcogramma,Bivalvia
939,Theragra chalcogramma,Calanoida
940,Theragra chalcogramma,Cancer sp.
941,Theragra chalcogramma,Cancridae
942,Theragra chalcogramma,Candacia sp.
943,Theragra chalcogramma,Caridea
944,Theragra chalcogramma,Cephalopoda
945,Theragra chalcogramma,Chauliodontidae
946,Theragra chalcogramma,Chionoecetes bairdi
947,Theragra chalcogramma,Chionoecetes sp.
948,Theragra chalcogramma,Clupea pallasi
949,Theragra chalcogramma,Cottidae
950,Theragra chalcogramma,Crangon communis
951,Theragra chalcogramma,Crangon sp.
952,Theragra chalcogramma,Crangonidae
953,Theragra chalcogramma,Cryptacanthodes aleutensis
954,Theragra chalcogramma,Ctenodiscus crispatus
955,Theragra chalcogramma,Cumacea
956,Theragra chalcogramma,Cyclopteridae
957,Theragra chalcogramma,Decapoda
958,Theragra chalcogramma,Echinoidea Clypeasteroida
959,Theragra chalcogramma,Echinozoa
960,Theragra chalcogramma,Echiurus sp.
961,Theragra chalcogramma,Eualus avinus
962,Theragra chalcogramma,Eualus barbata
963,Theragra chalcogramma,Eucalanus bungii
964,Theragra chalcogramma,Eunicida
965,Theragra chalcogramma,Euphausia sp.
966,Theragra chalcogramma,Euphausiacea
967,Theragra chalcogramma,Euphausiidae
968,Theragra chalcogramma,Euphrosinidae
969,Theragra chalcogramma,Fishery discards
970,Theragra chalcogramma,Gadidae
971,Theragra chalcogramma,Gadus macrocephalus
972,Theragra chalcogramma,Gammaridea
973,Theragra chalcogramma,Gastropoda
974,Theragra chalcogramma,Glyceriformia
975,Theragra chalcogramma,Gonatidae
976,Theragra chalcogramma,Gymnosomata
977,Theragra chalcogramma,Hippoglossoides elassodon
978,Theragra chalcogramma,Hippolytidae
979,Theragra chalcogramma,Holmesiella anomala
980,Theragra chalcogramma,Hyperiidae
981,Theragra chalcogramma,Isopoda
982,Theragra chalcogramma,Lampropidae
983,Theragra chalcogramma,Larvacea Copelata
984,Theragra chalcogramma,Leucon sp.
985,Theragra chalcogramma,Leuconidae
986,Theragra chalcogramma,Lumpenus fabricii
987,Theragra chalcogramma,Lumpenus maculatus
988,Theragra chalcogramma,Majidae
989,Theragra chalcogramma,Malacostraca Leptostraca
990,Theragra chalcogramma,Mallotus villosus
991,Theragra chalcogramma,Meterythrops robusta
992,Theragra chalcogramma,Meterythrops sp.
993,Theragra chalcogramma,Microstomus pacificus
994,Theragra chalcogramma,Mysidae
995,Theragra chalcogramma,Neocalanus cristatus
996,Theragra chalcogramma,Neomysis czerniawskii
997,Theragra chalcogramma,Neomysis rayii
998,Theragra chalcogramma,No Code
999,Theragra chalcogramma,No Code
1000,Theragra chalcogramma,Non-gadoid Fish Remains
1001,Theragra chalcogramma,Octopoda
1002,Theragra chalcogramma,Octopodidae
1003,Theragra chalcogramma,Oikopleura sp.
1004,Theragra chalcogramma,Osmeridae
1005,Theragra chalcogramma,Osteichthyes Teleostei
1006,Theragra chalcogramma,Paguridae
1007,Theragra chalcogramma,Pandalidae
1008,Theragra chalcogramma,Pandalopsis sp.
1009,Theragra chalcogramma,Pandalus borealis
1010,Theragra chalcogramma,Pandalus goniurus
1011,Theragra chalcogramma,Pandalus jordani
1012,Theragra chalcogramma,Pandalus sp.
1013,Theragra chalcogramma,Pasiphaea pacifica
1014,Theragra chalcogramma,Pasiphaeidaea
1015,Theragra chalcogramma,Peracarida Mysidacea
1016,Theragra chalcogramma,Pinnixa sp.
1017,Theragra chalcogramma,Platichthys stellatus
1018,Theragra chalcogramma,Pleuronectidae
1019,Theragra chalcogramma,Polychaeta
1020,Theragra chalcogramma,Polynoidae
1021,Theragra chalcogramma,Poroclinus rothrocki
1022,Theragra chalcogramma,Pseudocalanus sp.
1023,Theragra chalcogramma,Pseudomma sp.
1024,Theragra chalcogramma,Pseudomma truncatum
1025,Theragra chalcogramma,Pteropoda
1026,Theragra chalcogramma,Reinhardtius hippoglossoides
1027,Theragra chalcogramma,Reptantia
1028,Theragra chalcogramma,Sagitta sp.
1029,Theragra chalcogramma,Scorpaeniformes
1030,Theragra chalcogramma,Sebastes sp.
1031,Theragra chalcogramma,Spirontocaris arcuata
1032,Theragra chalcogramma,Spirontocaris sp.
1033,Theragra chalcogramma,Spisula sp.
1034,Theragra chalcogramma,Stenobrachius leucopsarus
1035,Theragra chalcogramma,Stichaeidae
1036,Theragra chalcogramma,T. chalcogramma eggs
1037,Theragra chalcogramma,Teuthoidea
1038,Theragra chalcogramma,Teuthoidea Myopsida
1039,Theragra chalcogramma,Thaleichthys pacificus
1040,Theragra chalcogramma,Thecosomata
1041,Theragra chalcogramma,Themisto pacifica
1042,Theragra chalcogramma,Themisto sp.
1043,Theragra chalcogramma,Theragra chalcogramma
1044,Theragra chalcogramma,Thysanoessa inermis
1045,Theragra chalcogramma,Thysanoessa raschii
1046,Theragra chalcogramma,Thysanoessa spinifera
1047,Theragra chalcogramma,Tomopteridae
1048,Theragra chalcogramma,Unidentified eggs
1049,Theragra chalcogramma,Unidentified organic material
1050,Theragra chalcogramma,Zoarcidae
1051,Zaprora silenus,Calanoida
1052,Zaprora silenus,Larvacea Copelata
1053,Zaprora silenus,Microstomus pacificus
1054,Zaprora silenus,Mysidacea Mysida
1055,Zaprora silenus,Scyphozoa
1056,Zaprora silenus,Sebastes sp.
1057,Zaprora silenus,Themisto sp.
